"sex","sex_4_TEXT","relStat","dateAffectionate1","dateAffectionate2","dateAmbition1","dateAmbition2","dateArtistic1","dateArtistic2","dateDisposition1","dateDisposition2","dateFamily1","dateFamily2","dateHealth1","dateHealth2","dateHumor1","dateHumor2","dateIntelligent1","dateIntelligent2","dateKind1","dateKind2","dateParenting1","dateParenting2","datePhysatt1","datePhysatt2","dateReligious1","dateReligious2","dateResources1","dateResources2","dateSexy1","dateSexy2","dateStatus1","dateStatus2","selfAffectionate1","selfAffectionate2","selfAmbition1","selfAmbition2","selfArtistic1","selfArtistic2","selfDisposition1","selfDisposition2","selfFamily1","selfFamily2","selfHealth1","selfHealth2","selfHumor1","selfHumor2","selfIntelligent1","selfIntelligent2","selfKind1","selfKind2","selfParenting1","selfParenting2","selfPhysatt1","selfPhysatt2","selfReligious1","selfReligious2","selfResources1","selfResources2","selfSexy1","selfSexy2","selfStatus1","selfStatus2","idealAffection1","idealAffection2","idealAmbition1","idealAmbition2","idealArtistic1","idealArtistic2","idealDisposition1","idealDisposition2","idealFamily1","idealFamily2","idealHealth1","idealHealth2","idealHumor1","idealHumor2","idealIntelligent1","idealIntelligent2","idealKind1","idealKind2","idealParenting1","idealParenting2","idealPhysatt1","idealPhysatt2","idealReligious1","idealReligious2","idealResources1","idealResources2","idealSexy1","idealSexy2","idealStatus1","idealStatus2","ltAttraction","stAttraction","dateInterest","ltAttractionDate","stAttractionDate","dateInterestDate","contactExchange","prevContactExchange","prevContactExchange_1_TEXT","noExchange.","prevKnown","prevKnown_7_TEXT","similarity2.","similarity1","cardUse","openEndedEval","c","p","quarter","PIN","mPIN","dateAffectionateComp","dateAmbitionComp","dateArtisticComp","dateDispositionComp","dateFamilyComp","dateHealthComp","dateHumorComp","dateIntelligentComp","dateKindComp","dateParentingComp","datePhysattComp","dateReligiousComp","dateResourcesComp","dateSexyComp","dateStatusComp","selfAffectionateComp","selfAmbitionComp","selfArtisticComp","selfDispositionComp","selfFamilyComp","selfHealthComp","selfHumorComp","selfIntelligentComp","selfKindComp","selfParentingComp","selfPhysattComp","selfReligiousComp","selfResourcesComp","selfSexyComp","selfStatusComp","idealAffectionComp","idealAmbitionComp","idealArtisticComp","idealDispositionComp","idealFamilyComp","idealHealthComp","idealHumorComp","idealIntelligentComp","idealKindComp","idealParentingComp","idealPhysattComp","idealReligiousComp","idealResourcesComp","idealSexyComp","idealStatusComp","mateAffectionateComp","mateAmbitionComp","mateArtisticComp","mateDispositionComp","mateFamilyComp","mateHealthComp","mateHumorComp","mateIntelligentComp","mateKindComp","mateParentingComp","matePhysattComp","mateReligiousComp","mateResourcesComp","mateSexyComp","mateStatusComp"
1,"",0,4,5,6,6,5,5,6,6,7,7,5,5,5,4,6,6,5,6,5,5,5,5,7,6,5,6,3,3,6,6,5,6,7,9,4,5,7,8,10,10,7,7,10,8,6,6,7,6,5,5,5,6,3,0,5,5,5,5,7,7,5,5,6,6,5,5,6,7,6,6,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,2,1,2,1,1,1,0,2,"","I actually might exchange contact information since we are in the same Psych class and we are both majoring in sociology.","1","",2,4,4,"I thought she was very nice. She was easy to talk to. We had some things in common like having pets and studying the same major. It was a good way to meet new people.","r","f24868038_f24362116","fall","f24868038","f24362116",4.5,6,5,6,7,5,4.5,6,5.5,5,5,6.5,5.5,3,6,5.5,8,4.5,7.5,10,7,9,6,6.5,5,5.5,1.5,5,5,7,5,6,5,6.5,6,5,5,5.5,6,5,5,5,5,5,5,6.5,6,5,5.5,8,4.5,4.5,5.5,7.5,8,4,6.5,5,4.5,5
0,"",0,6,6,6,6,5,6,6,7,6,6,7,7,7,7,6,6,6,7,6,6,6,6,5,5,5,7,7,7,5,6,7,7,7,7,4,6,5,5,3,4,5,5,7,6,6,6,5,6,7,7,5,5,3,2,5,7,5,6,5,5,6,7,7,6,5,6,7,7,6,5,5,5,8,7,7,5,6,7,6,7,6,6,4,4,6,6,6,6,6,6,5,5,6,4,4,5,1,2,"","","1","",6,5,1,"We had fun and it seemed to flow pretty well.  I feel like we have some similar personality traits and we have some similar hobbies.  ","r","f24547964_f24325568","fall","f24547964","f24325568",6,6,5.5,6.5,6,7,7,6,6.5,6,6,5,6,7,5.5,7,7,5,5,3.5,5,6.5,6,5.5,7,5,2.5,6,5.5,5,6.5,6.5,5.5,7,5.5,5,7.5,6,6.5,6.5,6,4,6,6,6,9,7,6,8,5.5,7,9,7,7.5,6,7.5,0,5.5,7.5,7
1,"",0,7,5,9,9,5,7,8,8,7,4,8,8,7,9,8,8,7,8,5,7,8,8,4,5,4,9,6,5,9,7,9,9,6,8,6,6,8,8,5,6,7,7,9,9,7,7,7,8,7,5,8,7,0,0,6,5,7,8,7,7,8,8,6,8,5,6,8,8,5,6,8,7,9,9,8,7,7,8,7,6,9,9,0,0,7,8,7,8,8,9,6,6,7,5,5,4,1,2,"","","1","",5,5,1,"I had a lot of fun, she seems like a really nice person. She seems very ambitious which I liked. I feel like we had good chemistry and I would definitely be interested in seeing her again. ","r","f24325568_f24547964","fall","f24325568","f24547964",6,9,6,8,5.5,8,8,8,7.5,6,8,4.5,6.5,5.5,8,9,7,6,8,5.5,7,9,7,7.5,6,7.5,0,5.5,7.5,7,8,7,5.5,8,5.5,7.5,9,7.5,7.5,6.5,9,0,7.5,7.5,8.5,7,7,5,5,3.5,5,6.5,6,5.5,7,5,2.5,6,5.5,5
1,"",0,6,5,5,6,7,7,6,6,6,6,5,5,6,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,6,5,5,6,5,5,4,7,7,6,6,6,5,6,5,5,6,6,6,6,7,5,4,5,4,6,7,5,5,5,5,6,5,6,6,5,5,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,1,2,"","","1","",5,5,1,"I thought the date was fun. We didn't use the cards at all and just had a conversation about random things. She's an interesting person and has a fun personality. Talking to her was easy.","r","f24968405_f24482761","fall","f24968405","f24482761",5.5,5.5,7,6,6,5,5.5,6,6,5,5,5,5,5,5.5,5,5.5,4.5,7,6,5.5,5.5,5.5,6,6.5,4.5,4.5,6.5,5,5,5.5,6,5,6,6,6,5.5,6,6,6,5,5,5,5,5,5,7,4.5,6.5,8.5,5,5.5,6.5,7.5,6,5,4,5.5,5.5,5
0,"",0,5,4,5,6,4,5,7,7,7,7,5,4,6,5,7,6,5,6,5,5,4,4,6,6,6,6,4,4,5,4,5,5,7,7,4,5,7,6,7,10,5,5,7,4,7,6,7,8,5,7,5,5,4,4,5,6,6,5,5,5,7,5,7,7,5,5,7,6,8,8,6,6,6,5,7,7,7,7,6,7,6,6,5,5,7,6,5,5,6,5,2,1,2,2,2,3,1,2,"","","1","",4,2,1,"We took a walk and it was very normal and not awkward. I thought we got along well as friends. He seemed like a really nice guy but I didn't think we had that much in common nor was there chemistry. I think that might have been mutual, but I think he'd agree it was a good time.","r","f24482761_f24968405","fall","f24482761","f24968405",4.5,5.5,4.5,7,7,4.5,5.5,6.5,5.5,5,4,6,6,4,4.5,5,7,4.5,6.5,8.5,5,5.5,6.5,7.5,6,5,4,5.5,5.5,5,6,7,5,6.5,8,6,5.5,7,7,6.5,6,5,6.5,5,5.5,5,6.5,4.5,7.5,7.5,5.5,6.5,6,6.5,6,5.5,3.5,7.5,5.5,6
0,"",1,5,4,7,7,5,5,9,7,5,5,9,7,5,8,8,7,10,9,5,3,5,8,5,2,5,7,5,5,5,7,7,7,4,4,9,10,3,4,1,1,6,5,10,9,9,9,7,7,5,5,7,5,0,0,5,4,5,6,5,6,7,9,7,7,6,8,7,7,6,5,7,8,8,9,7,8,8,8,7,5,9,6,1,0,9,8,8,8,7,7,4,2,7,4,1,5,1,1,"Instagram","","1","",5,6,2,"It was really chill. I felt relaxed when talking to him. We walked along the lagoon and went to get some snacks.  And he paid for the snacks.","r","f24902352_f24455674","fall","f24902352","f24455674",4.5,7,5,8,5,8,6.5,7.5,9.5,4,6.5,3.5,6,5,6,7,4,9.5,3.5,1,5.5,9.5,9,7,5,6,0,4.5,5.5,5.5,8,7,7,7,5.5,7.5,8.5,7.5,8,6,7.5,0.5,8.5,8,7,7,8.5,7.5,7.5,8.5,7.5,5,9,8,6.5,6.5,4,8,6.5,7
1,"",0,5,6,4,4,5,5,6,6,5,5,6,6,7,6,7,6,5,5,5,5,7,6,4,4,6,7,5,5,5,5,7,7,9,8,7,8,7,8,8,9,9,6,5,5,9,9,9,7,5,8,6,7,5,3,8,8,7,6,7,7,7,6,6,6,5,6,7,5,7,6,6,5,6,5,7,6,6,6,5,6,7,6,5,5,7,6,6,6,6,6,4,4,5,4,3,4,1,1,"Instagram","","1","",5,5,2,"The date overall was nice. We tried to use the card provided but once it was discovered that we are both from Taiwan, everything became easier. The common background we shared was extremely helpful in facilitating the conversations and it was easier to know the person from their background. It was an overall nice experience and a nice way to know more people.","r","f24455674_f24902352","fall","f24455674","f24902352",5.5,4,5,6,5,6,6.5,6.5,5,5,6.5,4,6.5,5,5,7,8.5,7.5,7.5,8.5,7.5,5,9,8,6.5,6.5,4,8,6.5,7,6.5,6,5.5,6,6.5,5.5,5.5,6.5,6,5.5,6.5,5,6.5,6,6,7,4,9.5,3.5,1,5.5,9.5,9,7,5,6,0,4.5,5.5,5.5
0,"",1,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,6,5,5,7,7,6,6,6,6,7,6,6,6,6,6,6,6,6,5,3,4,7,5,5,5,6,6,6,6,5,6,5,6,6,6,6,6,6,6,7,5,6,6,6,6,6,6,5,5,4,4,6,6,5,5,6,5,3,1,2,3,3,3,0,2,"","No chemistry ","1","",3,3,1,"I regret not using the cards because we didn't discuss topics pertaining to the questions asked in this survey. My partner was kind and we are both very laid back which I like but we don't have any kind of romantic connection. Also, I am very tall and something that is important to me is to date someone taller than I am which I couldn't specify in the original survey. Nice guy but don't have anything more than a friendship.","s","f24602929_f2467602","fall","f24602929","f2467602",5,5.5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5.5,5,7,6,6,6.5,6,6,6,5.5,3.5,6,5,6,6,5.5,5.5,6,6,6,6,6,6,6,5,4,6,5,5.5,6.5,8,6.5,8.5,5,5.5,7.5,4.5,8.5,8,3.5,4,5.5,5,5
1,"",1,5,5,5,5,5,5,5,7,7,5,5,5,3,6,7,7,5,6,5,5,8,5,5,5,5,5,5,5,5,5,5,8,8,8,8,5,9,8,4,6,5,6,8,7,4,5,8,9,8,8,4,3,3,5,5,6,5,5,5,5,7,8,6,7,8,8,8,7,5,6,7,8,8,8,8,7,8,8,7,8,6,6,5,8,6,7,8,7,5,8,NA,NA,NA,NA,NA,NA,0,2,"","never brought up","1","",3,4,1,"Very direct conversations. The blind date felt more like an introductory meeting than a date which was fine. Already could tell that they were not my type and vice versa.","s","f2467602_f24602929","fall","f2467602","f24602929",5,5,5,6,6,5,4.5,7,5.5,5,6.5,5,5,5,5,6.5,8,6.5,8.5,5,5.5,7.5,4.5,8.5,8,3.5,4,5.5,5,5,7.5,6.5,8,7.5,5.5,7.5,8,7.5,8,7.5,6,6.5,6.5,7.5,6.5,5.5,5,5.5,6.5,6,6.5,5.5,6,7,5,5.5,3,6,5,6
1,"",0,5,5,6,6,6,5,7,7,5,6,5,6,7,6,7,6,5,7,6,6,6,5,3,3,4,5,5,5,6,5,6,7,6,7,6,5,7,7,4,6,5,5,8,8,9,7,6,7,5,5,6,7,2,1,6,6,5,6,6,5,6,6,6,6,5,5,6,6,5,5,5,6,7,7,7,6,5,6,5,5,6,5,3,3,5,5,5,6,5,5,3,2,3,3,2,3,1,2,"","","1","",6,6,3,"She is cool and it was easy to keep the conversation flowing. I think we have similar humour. We also both like photography which was cool. Uhhhhh filler sentence.","r","f24264396_f24414055","fall","f24264396","f24414055",5,6,5.5,7,5.5,5.5,6.5,6.5,6,6,5.5,3,4.5,5,5.5,6.5,6.5,5.5,7,5,5,8,8,6.5,5,6.5,1.5,6,5.5,5.5,6,6,5,6,5,5.5,7,6.5,5.5,5,5.5,3,5,5.5,5,5.5,6,7,7,7,5.5,6.5,7,7,5.5,5.5,1,5.5,5,6
0,"",0,5,5,8,8,7,7,8,8,6,6,6,7,8,6,8,8,7,7,3,4,7,6,5,5,6,8,5,5,6,6,6,5,6,6,7,7,7,7,7,7,6,5,7,6,7,7,7,7,5,6,5,6,2,0,5,6,5,5,6,6,7,6,7,7,6,7,7,7,5,5,7,6,8,7,7,8,7,8,5,7,5,6,5,2,7,7,5,5,6,5,7,4,7,4,4,4,1,2,"","","1","",6,6,3,"It was good, the questions on the cards are like really deep though. I would of rather had some ice breakers than deep philosophical questions. Other than that everything went well!","r","f24414055_f24264396","fall","f24414055","f24264396",5,8,7,8,6,6.5,7,8,7,3.5,6.5,5,7,5,6,5.5,6,7,7,7,5.5,6.5,7,7,5.5,5.5,1,5.5,5,6,6.5,7,6.5,7,5,6.5,7.5,7.5,7.5,6,5.5,3.5,7,5,5.5,7,6,5,7,4.5,5.5,8,8,6.5,3.5,6,2,5,5,5.5
1,"",0,7,5,5,4,5,5,6,7,5,6,6,6,6,8,6,6,7,7,2,5,5,5,4,5,7,5,5,5,5,5,8,10,7,10,5,5,4,1,7,7,8,7,10,10,5,5,5,5,0,4,6,7,3,1,0,3,7,10,6,7,8,9,6,9,5,4,6,4,6,6,8,7,9,9,6,6,6,3,0,5,7,7,4,0,5,6,8,10,6,7,2,3,4,2,2,2,1,2,"","","1","",5,5,5,"It was great and very interactive. I believed my date partner could be a great friend if anything, and that she is very interesting individual. I think it is very important to meet new people, and this study was a great way to do so. All in all, I am very happy with how the date turned out and I am always excited to meet new like-minded people.","r","f24723636_f24771795","fall","f24723636","f24771795",6,4.5,5,6.5,5.5,6,7,6,7,3.5,5,4.5,6,5,5,9,8.5,5,2.5,7,7.5,10,5,5,2,6.5,2,1.5,8.5,6.5,8.5,7.5,4.5,5,6,7.5,9,6,4.5,2.5,7,2,5.5,9,6.5,7.5,2.5,3,8.5,7,5,8,8,4.5,3,6.5,3,9,8,6.5
0,"",0,2,3,6,6,1,2,6,6,5,5,7,7,7,8,3,2,5,2,2,6,7,8,4,3,4,7,7,8,3,3,8,7,3,2,4,2,8,9,6,8,5,5,8,8,8,8,3,6,2,4,7,6,3,3,10,8,9,7,7,6,9,7,6,5,4,5,7,9,5,5,5,5,9,10,6,7,5,6,3,4,7,5,2,1,5,5,8,8,6,6,3,6,4,3,4,2,1,2,"","","1","",3,1,5,"We had an interesting conversation about dating and I realized we had very different viewpoints, but it was still a good conversation. He admitted he is not ready for a relationship and not looking for one, and it definitely came across. He kind of fits a ""fuckboy"" stereotype but he was still respectful and engaged in the conversation. He was definitely physically attractive but he said his only interests were video games and the gym and that is not my thing.","r","f24771795_f24723636","fall","f24771795","f24723636",2.5,6,1.5,6,5,7,7.5,2.5,3.5,4,7.5,3.5,5.5,7.5,3,7.5,2.5,3,8.5,7,5,8,8,4.5,3,6.5,3,9,8,6.5,8,5.5,4.5,8,5,5,9.5,6.5,5.5,3.5,6,1.5,5,8,6,9,8.5,5,2.5,7,7.5,10,5,5,2,6.5,2,1.5,8.5,6.5
0,"",0,5,5,6,7,5,5,6,6,6,6,5,5,5,5,7,7,6,6,5,5,5,5,3,3,6,6,5,5,6,6,6,6,6,6,5,5,6,6,7,7,6,6,6,5,6,5,6,6,7,6,5,5,2,2,5,5,5,5,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,7,6,7,6,7,6,6,6,2,2,7,7,5,5,6,6,4,3,4,4,3,4,1,2,"","","1","",5,5,2,"I enjoyed talking with Kelly. He seemed like a very nice person and seemed like he was very interested in what we were discussing. He was very attentive when I was talking and I think we had good conversations about our lives. It seemed like we have a decent amount in common and were able to have continuing conversations without many awkward pauses with only using one conversation card.  ","s","f24764163_f24860113","fall","f24764163","f24860113",5,6.5,5,6,6,5,5,7,6,5,5,3,6,5,6,6,6,5,6,7,6,5.5,5.5,6,6.5,5,2,5,5,6,6,6,5,6,6,6,6,6.5,6.5,6.5,6,2,7,5,6,4.5,6.5,6,5.5,9.5,4.5,5.5,6.5,8,5.5,5,0,4.5,4.5,4
1,"",0,5,5,7,8,5,5,8,7,9,10,6,6,5,6,8,7,8,9,6,5,6,6,1,1,5,6,5,5,6,5,5,4,7,6,5,7,5,6,9,10,5,4,4,7,6,7,8,8,6,5,5,5,0,0,4,5,4,5,5,3,5,5,6,6,5,6,7,7,8,8,5,5,6,6,5,5,8,8,5,5,5,5,1,2,5,5,5,5,5,5,5,4,6,4,4,4,1,2,"","","1","",5,6,2,"Some of the ranking questions were difficult to judge because the subjects did not come up in conversation.","s","f24860113_f24764163","fall","f24860113","f24764163",5,7.5,5,7.5,9.5,6,5.5,7.5,8.5,5.5,6,1,5.5,5,5.5,4.5,6.5,6,5.5,9.5,4.5,5.5,6.5,8,5.5,5,0,4.5,4.5,4,5,6,5.5,7,8,5,6,5,8,5,5,1.5,5,5,5,6,6,5,6,7,6,5.5,5.5,6,6.5,5,2,5,5,6
1,"",0,4,4,5,5,6,6,6,6,8,7,5,5,7,5,6,6,6,6,4,4,5,5,2,1,5,4,5,5,5,5,5,6,6,6,8,8,5,5,7,7,5,5,6,5,6,5,6,6,7,6,6,5,0,1,5,7,5,4,5,5,5,6,7,7,6,6,6,6,6,6,6,6,6,7,6,6,7,7,7,7,6,5,1,1,7,7,5,5,5,5,2,2,1,3,3,3,0,2,"","I do not think we are romantically compatible, I just do not feel any kind of romantic energy (for lack of a better term)","1","",3,5,4,"I enjoyed getting to know him, he seemed very kind and expressive, which I appreciated. I liked that he knew how to keep the conversation flowing, but I get more of a friends type vibe from him. His sense of humor was not entirely similar to that of my own, which is something I find pretty important in a partner. It was interesting to hear about his life, i feel the the cards did a good job on some conversation starters, although some of the questions did seem a bit abstract/ very through provoking for such a short date.","r","f24566111_f24519779","fall","f24566111","f24519779",4,5,6,6,7.5,5,6,6,6,4,5,1.5,4.5,5,5,5.5,6,8,5,7,5,5.5,5.5,6,6.5,5.5,0.5,6,4.5,5,5.5,7,6,6,6,6,6.5,6,7,7,5.5,1,7,5,5,5.5,6,7.5,7,9,6,10,7,6,6.5,6.5,1,7,6,6
1,"",0,6,7,6,6,8,8,7,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,3,0,6,6,6,5,6,6,6,5,6,6,7,8,7,7,9,9,6,6,10,10,7,7,6,6,7,6,7,6,2,0,7,7,6,6,6,6,6,5,6,6,8,8,7,6,7,7,7,7,8,8,8,7,7,7,7,7,7,6,2,2,7,6,6,6,6,6,5,4,5,4,4,4,1,2,"","","1","",5,5,4,"I had a lot of fun talking with my date partner! We chose to walk around the lagoon for our date, which I think was a great choice. It gave us something to do while we talked, provided gorgeous scenery, and was the perfect amount of time for the date. I'd be interested in going on another date at some point.","r","f24519779_f24566111","fall","f24519779","f24566111",6.5,6,8,6.5,7,7,6.5,7,7,7,7,1.5,6,5.5,6,5.5,6,7.5,7,9,6,10,7,6,6.5,6.5,1,7,6,6,5.5,6,8,6.5,7,7,8,7.5,7,7,6.5,2,6.5,6,6,5.5,6,8,5,7,5,5.5,5.5,6,6.5,5.5,0.5,6,4.5,5
0,"",0,5,5,7,6,5,5,6,6,3,3,5,5,6,4,6,6,6,6,5,3,4,5,1,1,4,6,3,5,6,5,8,8,7,7,9,8,4,4,5,7,5,6,8,6,7,7,6,7,5,7,7,8,2,1,5,5,7,5,5,5,8,7,7,7,6,7,7,7,6,6,7,7,7,7,7,5,7,7,5,5,5,6,4,3,6,7,6,6,7,6,2,1,1,3,2,3,0,2,"","He seemed nice but I am not interested in a heterosexual relationship right now.","1","",3,5,4,"I thought it was a good introductory date however I did not feel much of a spark. He reminded me a lot of some childhood friends so that may have made me disinterested. I had a good conversation with him but I am not interested romantically.","r","f24351864_f24147527","fall","f24351864","f24147527",5,6.5,5,6,3,5,5,6,6,4,4.5,1,5,4,5.5,8,7,8.5,4,6,5.5,7,7,6.5,6,7.5,1.5,5,6,5,7.5,7,6.5,7,6,7,7,6,7,5,5.5,3.5,6.5,6,6.5,9,5.5,6,4,5,6,7,6,6,3.5,5.5,1.5,3.5,6.5,5.5
1,"",0,4,4,6,6,7,6,3,4,4,4,6,5,6,4,6,6,6,5,4,5,6,6,0,2,4,4,4,4,6,6,9,9,5,6,6,6,4,4,4,6,6,6,7,7,6,6,6,6,2,5,6,5,0,3,3,4,3,10,5,6,8,10,6,8,6,6,7,6,8,8,7,8,7,8,8,6,8,8,3,8,7,7,3,2,6,8,6,8,6,8,3,6,5,3,3,3,1,2,"","","1","",5,6,3,"A bit awkward at first, got better later after finding out we both box and have mental illnesses. Would have preferred to go outside more, but couldn't find time to suggest. Neither of us were very conversational. Didn't seem to have much in common regarding personality.","r","f24147527_f24351864","fall","f24147527","f24351864",4,6,6.5,3.5,4,5.5,5,6,5.5,4.5,6,1,4,4,6,9,5.5,6,4,5,6,7,6,6,3.5,5.5,1.5,3.5,6.5,5.5,9,7,6,6.5,8,7.5,7.5,7,8,5.5,7,2.5,7,7,7,8,7,8.5,4,6,5.5,7,7,6.5,6,7.5,1.5,5,6,5
0,"",0,5,5,7,7,1,2,7,6,5,5,5,4,6,3,6,7,5,6,6,5,3,5,0,0,6,8,3,3,5,6,7,6,4,5,2,3,7,7,6,6,5,6,8,4,5,5,6,4,7,7,5,5,1,1,6,6,5,6,6,5,7,7,6,6,5,4,6,7,7,7,5,6,6,8,6,6,6,7,7,6,7,6,1,1,8,7,7,6,6,5,2,2,1,6,4,7,0,2,"","I didnt really like converting with him. We did not share a lot of interests and I was not particularly interested by his interests. Additionally, he is in a completley different place in his life then I am and I am not interested in that. ","1","",2,2,4,"It was nice to chat with him, but I didn't feel a connection and have no interest in trying again. He defenietley was extremely knowledgeable about his interests but did not have nay similar interests that aligned with mine. He was deffo way more into me and asked if i was busy after and tried to get my contact info, but I do not want that to happen.","r","f24275476_f2481118","fall","f24275476","f2481118",5,7,1.5,6.5,5,4.5,4.5,6.5,5.5,5.5,4,0,7,3,5.5,6.5,4.5,2.5,7,6,5.5,6,5,5,7,5,1,6,5.5,5.5,7,6,4.5,6.5,7,5.5,7,6,6.5,6.5,6.5,1,7.5,6.5,5.5,6.5,6,5,7,6.5,4.5,6.5,7,6,6.5,5.5,2,6.5,6,6
1,"",1,5,4,6,5,4,5,7,6,7,6,7,7,4,5,6,6,5,6,7,6,5,4,4,3,6,6,5,5,6,6,6,7,6,6,4,6,7,7,7,6,5,4,7,6,7,7,6,6,7,6,6,5,2,2,7,6,5,7,6,6,6,6,5,6,5,4,6,5,5,4,5,4,6,6,7,6,5,7,6,5,7,6,2,2,7,6,5,6,5,6,5,4,5,4,3,3,1,2,"","","1","",5,5,3,"With respect to the cards, we had a lot of conversation besides the cards. We started with basic introductions, and then we branched out quite a bit. While the cards were a good starter, I felt like our conversation naturally drifted and continued. My date seemed very extroverted, outgoing, and willing to speak her mind. I am curious to see if this level of communication is the same in a romantic setting. I thought the date went nicely, going in with an open mind, and having a conversation instead of expecting a certain outcome.","r","f2481118_f24275476","fall","f2481118","f24275476",4.5,5.5,4.5,6.5,6.5,7,4.5,6,5.5,6.5,4.5,3.5,6,5,6,6.5,6,5,7,6.5,4.5,6.5,7,6,6.5,5.5,2,6.5,6,6,6,5.5,4.5,5.5,4.5,4.5,6,6.5,6,5.5,6.5,2,6.5,5.5,5.5,6.5,4.5,2.5,7,6,5.5,6,5,5,7,5,1,6,5.5,5.5
1,"",0,7,4,6,6,7,7,8,6,8,8,7,7,7,7,5,6,7,7,8,7,7,7,7,7,7,5,5,7,6,7,6,6,6,6,4,7,7,7,7,5,7,7,6,5,7,7,6,7,7,7,5,6,7,7,5,7,5,5,7,6,6,7,5,5,7,5,7,7,8,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,6,5,5,7,7,4,4,7,4,4,4,1,2,"","","1","",6,6,4,"I thought the date was fun to do. I guess I was giving the wrong vibe of looking nervous because I was jittery but Im always jittery and standing still is something i struggle with. I thought we had quite a bit in common and there wasnt much we disagreed with. The date was overall a positive experience. ","r","f24791122_f24417304","fall","f24791122","f24417304",5.5,6,7,7,8,7,7,5.5,7,7.5,7,7,6,6,6.5,6,6,5.5,7,6,7,5.5,7,6.5,7,5.5,7,6,5,6.5,6.5,5,6,7,7,7,7,7,7,7,6.5,7,6.5,5,7,7.5,6,5,10,10,5,10,5,6,8,5,10,5,NA,6
0,"",2,5,10,5,10,10,6,5,5,5,8,5,5,5,5,6,8,5,6,10,6,NA,NA,9,6,5,5,NA,10,5,5,10,5,6,6,5,5,10,10,10,10,5,5,10,10,NA,5,6,6,10,6,5,NA,10,10,5,5,NA,NA,6,6,7,7,10,10,7,5,7,7,10,10,5,7,10,10,5,8,7,7,10,7,5,5,10,8,5,5,NA,NA,7,5,1,4,2,3,NA,3,0,2,"","I don't like giving out my phone number in general I'm a social media kind of person I think it makes it more casual and then once interest grows I'd give out my phone number.","1","",4,3,4,"I think it was nice getting to know him I just wouldn't see myself in a relationship with him. We did share some similar beliefs but overall we disagreed on the most important ones.","r","f24417304_f24791122","fall","f24417304","f24791122",7.5,7.5,8,5,6.5,5,5,7,5.5,8,NA,7.5,5,10,5,7.5,6,5,10,10,5,10,5,6,8,5,10,5,NA,6,7,10,6,7,10,6,10,6.5,7,8.5,5,9,5,NA,6,6,6,5.5,7,6,7,5.5,7,6.5,7,5.5,7,6,5,6.5
1,"",0,7,7,8,8,6,6,7,8,7,7,6,7,8,7,7,7,7,7,8,7,7,6,7,7,5,6,5,5,7,6,7,7,8,8,6,7,7,8,7,8,5,6,8,7,7,7,6,7,8,7,5,5,5,4,7,7,6,7,6,6,6,8,7,8,5,5,7,7,6,7,5,6,7,8,6,7,7,7,7,6,6,6,5,5,5,5,6,6,6,6,5,5,5,4,3,4,1,2,"","","1","",5,6,6,"The date itself went really nice, I don't feel that it was really bad or that there were any lulls in the conversation. I feel like the cards helped us stay on track and kept us pretty occupied the whole time while also giving us the chance to share more about ourselves. While we did use the cards exclusively, there were times where we branched off and talked about other things before going back to the cards, so it allowed for more info to be shared. Overall I think it was a nice experience that let me get to know someone really nice and pretty.
","s","f24988266_f24742031","fall","f24988266","f24742031",7,8,6,7.5,7,6.5,7.5,7,7,7.5,6.5,7,5.5,5,6.5,7,8,6.5,7.5,7.5,5.5,7.5,7,6.5,7.5,5,4.5,7,6.5,6,7,7.5,5,7,6.5,5.5,7.5,6.5,7,6.5,6,5,5,6,6,7.5,7,6,7.5,7.5,7,6,7,7.5,8,7,7,7,7,7.5
