"PIN","sex","age","dq_ethnicity_1","dq_ethnicity_2","dq_ethnicity_3","dq_ethnicity_4","dq_ethnicity_5","dq_ethnicity_6","dq_religion1","dq_religion2","dq_religion3","dq_religion4","dq_religion5","dq_religion6","dq_religion7","dq_religion8","dq_religion9","dq_religion10","dq_religion11","dq_religion12","dq_politics1","dq_politics2","dq_politics3","dq_politics4","dq_politics5","dq_politics6","dq_politics7","dq_age18","dq_age19","dq_age20","dq_age21","dq_age22","dq_age23_25","dq_age26","self_race1","self_race2","self_race3","self_race4","self_race5","self_race6","self_race7","self_religion","self_politics","ideal_affectionate","ideal_ambition","ideal_artistic","ideal_disposition","ideal_family","ideal_health","ideal_humor","ideal_intelligent","ideal_kind","ideal_parenting","ideal_physatt","ideal_religious","ideal_resources","ideal_sexy","ideal_status","self_affectionate_comp","self_ambition_comp","self_artistic_comp","self_disposition_comp","self_family_comp","self_health_comp","self_humor_comp","self_intelligent_comp","self_kind_comp","self_parenting_comp","self_physatt_comp","self_religious_comp","self_resources_comp","self_sexy_comp","self_status_comp"
193,1,25,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,4,9,10,5,8,7,7,7,8,9,7,9,3,10,9,7,8,9,8,6,8,7,6,8,8,7,7,4,6,9,7
227,1,18,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,11,3,5,5,9,6,7,5,4,6,4,8,5,7,7,7,7,7,6,10,4,4,5,7,9,8,9,5,5,6,6,7
144,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,6,6,7,5,6,5,8,9,7,8,7,7,4,8,9,7,5,5,3,8,6,6,6,7,7,8,7,2,6,8,5
27,1,24,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,5,7,6,9,9,9,8,9,6,9,7,8,9,7,9,7,7,8,8,8,8,7,6,5,8,7,8,6,7,9,8
56,1,18,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,6,4,4,4,6,4,5,7,5,5,4,5,1,4,6,6,3,6,4,4,6,5,5,6,7,4,4,0,5,6,6
132,1,18,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,11,5,8,7,9,10,7,9,10,8,7,6,10,5,7,8,10,8,7,9,9,10,9,8,9,7,8,10,7,8,9,8
145,1,20,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,11,1,10,9,8,8,7,9,10,9,8,8,8,6,8,10,9,9,8,6,8,6,5,8,7,7,6,5,6,5,8,6
66,1,23,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,2,7,7,9,9,7,8,9,8,6,8,7,6,9,7,10,9,7,5,8,5,8,9,7,6,6,9,7,6,9,9
225,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,5,9,9,5,7,7,6,3,8,8,10,5,10,7,9,6,8,8,7,7,6,7,6,7,8,8,6,8,8,8,8
35,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,10,3,8,7,2,7,6,6,5,6,7,8,7,4,7,9,4,7,6,4,7,7,6,7,8,7,6,6,2,5,7,5
103,1,26,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,6,8,9,4,6,6,7,5,9,7,9,4,3,8,9,3,9,8,8,7,8,6,7,5,8,8,7,0,7,9,5
64,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,13,4,8,7,8,9,9,9,6,6,7,9,7,7,9,7,9,8,6,8,8,9,7,4,6,6,8,8,8,6,9,7
235,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,11,7,3,7,4,5,4,6,6,5,6,5,5,6,3,4,6,5,6,5,5,7,5,8,6,5,5,6,7,5,5,5
138,1,22,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,2,4,5,6,4,6,5,4,7,6,3,6,1,6,3,6,5,8,4,6,5,4,7,5,5,4,6,0,6,7,7
67,1,23,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,10,4,5,5,6,5,4,4,5,7,4,3,4,1,4,3,6,6,7,6,8,4,6,6,6,6,5,7,3,7,4,7
178,1,26,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,13,4,2,2,7,5,5,5,2,4,3,4,5,6,1,4,1,4,5,8,6,9,7,5,6,7,6,6,3,7,4,4
46,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,13,4,1,3,5,3,3,1,3,5,1,2,3,3,3,4,3,3,3,3,3,3,2,4,5,2,1,3,4,3,2,5
24,1,19,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,4,3,3,6,6,7,4,3,2,3,5,3,6,6,3,4,3,5,6,1,5,3,4,6,5,6,5,4,5,3,5
98,1,19,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,4,8,10,8,10,10,10,10,10,9,8,10,8,10,10,9,9,10,7,10,10,10,9,10,10,6,10,7,10,10,10
197,1,24,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,5,4,7,6,7,4,6,3,6,7,7,6,4,5,6,6,4,3,3,3,5,5,3,6,3,5,5,6,6,5,4
175,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,7,6,5,6,6,7,7,3,5,5,4,5,7,10,6,5,5,6,7,7,7,5,6,8,6,6,7,5,6,7,4,7
169,1,18,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,6,7,9,6,8,7,7,9,9,9,7,8,7,3,10,8,5,9,8,8,8,6,6,7,8,9,9,5,6,7,7
40,1,22,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,6,8,6,7,9,9,8,5,6,9,9,7,10,7,8,7,7,6,6,7,8,7,8,8,7,8,7,10,7,9,6
223,1,24,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,13,1,6,6,6,7,8,7,9,7,8,3,9,9,7,7,6,5,5,3,4,4,5,7,6,6,2,5,5,4,7,4
96,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,13,4,10,8,6,9,7,9,9,9,9,10,9,1,10,10,10,10,8,6,10,8,8,8,7,10,10,9,4,7,8,7
102,1,24,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,7,7,6,6,5,6,5,7,7,4,6,4,7,4,4,5,5,6,8,4,4,6,7,7,4,8,4,6,5,6,5,6
118,1,24,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,4,8,6,5,5,6,7,3,6,7,6,6,5,6,7,6,7,8,4,8,7,7,7,7,7,6,6,6,7,4,6
55,1,20,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,2,6,5,6,6,5,8,8,3,6,7,6,4,5,5,5,3,7,7,5,4,5,7,6,6,5,7,4,4,7,6
81,1,20,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,13,4,9,8,6,9,7,8,8,7,9,8,6,1,8,7,7,8,8,8,7,7,7,7,9,9,7,9,3,10,8,9
21,1,22,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,7,7,5,6,9,7,9,6,7,7,3,6,7,6,7,6,6,6,7,4,6,7,6,5,6,6,5,7,8,6
71,1,22,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,5,3,5,5,4,6,7,6,5,5,5,5,4,5,6,5,4,4,4,4,3,3,5,2,5,3,4,3,4,4,2
88,1,25,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,8,9,8,9,6,7,7,8,9,8,9,7,9,10,8,7,7,7,6,2,4,8,8,9,5,8,6,6,8,6
111,1,20,NA,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,4,8,9,6,9,6,9,9,9,6,10,8,4,7,9,8,9,7,9,8,6,7,9,9,10,9,7,5,7,10,10
129,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,3,5,8,6,9,8,8,6,8,6,8,6,5,6,5,6,6,8,7,7,6,9,6,7,7,9,7,8,8,6,6
68,1,26,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,13,4,8,8,6,6,7,6,9,9,10,8,8,6,8,10,8,8,9,7,6,6,6,10,6,9,7,8,7,10,8,9
23,1,21,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,13,3,10,9,4,7,5,7,8,7,7,7,7,7,6,8,7,8,7,5,9,5,7,7,8,5,9,8,9,6,8,5
110,1,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,4,8,7,5,5,8,5,6,7,7,9,5,5,4,5,5,8,8,5,6,6,8,9,8,7,10,9,4,8,8,9
80,1,22,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,4,10,5,4,5,5,4,4,4,7,5,5,5,4,5,4,7,6,5,6,4,3,7,6,5,6,8,5,4,8,5
4,1,22,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,4,10,8,8,10,10,7,9,7,9,10,8,7,10,8,8,10,7,7,7,6,9,9,7,7,10,8,8,8,8,6
89,1,19,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,5,9,10,7,5,9,8,8,9,7,10,10,8,10,5,9,9,8,6,6,8,7,9,9,7,8,6,7,7,7,8
108,1,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,7,7,9,6,7,8,9,8,8,9,9,10,2,5,10,9,7,8,8,8,7,5,7,9,9,9,8,2,8,6,10
77,1,22,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7,6,7,9,7,9,7,10,9,8,9,8,9,6,9,6,8,9,7,6,8,8,10,8,8,8,10,8,7,8,7,8
126,1,26,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,7,7,6,7,9,7,6,6,7,5,8,1,5,8,6,6,6,5,5,5,5,6,8,8,4,8,1,8,7,7
200,1,20,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,13,4,3,8,7,7,7,6,8,3,5,7,3,7,3,5,7,6,5,7,7,5,8,3,6,6,9,8,7,7,5,8
3,1,20,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,2,6,6,5,7,5,7,5,8,6,5,5,6,7,7,5,5,6,3,7,2,7,5,6,6,7,7,5,9,7,6
120,1,21,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,13,4,9,6,7,7,9,6,6,8,8,9,5,8,7,8,6,9,8,8,7,10,8,8,7,8,10,8,9,7,8,7
207,1,25,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,11,3,9,8,9,7,6,8,9,10,10,6,9,7,8,9,7,7,5,5,6,8,8,7,6,8,6,6,5,6,7,7
16,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,7,6,5,7,5,8,8,7,8,7,8,5,5,5,6,6,5,5,5,6,4,7,8,6,7,8,5,7,5,6
43,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,6,7,7,7,9,9,9,8,10,7,8,7,10,8,10,9,7,7,6,8,10,6,7,8,8,7,7,8,8,6,7
72,1,26,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,2,5,6,4,4,4,0,3,2,1,3,7,3,0,4,5,5,4,3,2,4,1,2,2,5,5,5,3,5,5
19,1,20,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,2,4,5,7,6,1,6,5,4,3,5,4,5,4,3,5,4,6,5,5,2,5,4,5,3,4,5,3,5,3,4
229,1,23,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,11,1,6,5,6,6,6,4,3,7,2,5,5,1,7,4,5,5,6,7,6,4,4,7,6,4,7,4,2,4,7,5
12,1,18,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,5,9,10,10,9,9,10,9,10,10,9,10,6,7,9,7,9,10,8,8,6,9,6,8,6,6,9,7,8,7,9
53,1,21,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,7,10,7,5,7,6,9,9,9,9,7,7,8,8,9,8,7,8,6,7,8,8,7,8,7,6,9,8,10,9,6
151,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,10,6,5,5,6,7,4,8,7,6,6,5,7,2,5,7,8,8,6,6,7,4,8,4,7,7,5,8,2,5,8,6
116,1,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,5,5,6,3,4,8,5,6,6,7,9,4,4,6,6,5,8,2,2,5,4,3,5,5,6,6,4,1,6,7,2
93,1,26,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,6,3,1,0,1,1,4,4,2,2,3,3,1,0,4,1,5,2,1,2,4,2,3,5,2,2,5,1,2,4,3
220,1,25,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,2,6,7,3,5,8,6,6,6,7,9,6,7,6,7,7,6,6,4,4,8,6,7,8,7,10,7,6,9,8,6
115,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,13,7,5,4,4,4,3,5,4,6,4,2,4,6,5,3,4,5,5,3,4,4,6,5,5,4,6,4,4,4,6,6
140,1,23,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,4,5,6,8,6,5,9,6,7,7,5,9,2,5,8,8,7,5,7,5,5,6,7,7,6,5,9,0,6,8,7
107,1,20,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,13,4,6,7,5,6,6,5,7,7,6,4,5,4,6,7,7,8,7,7,6,5,3,9,8,8,6,6,4,7,6,7
121,1,26,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,13,2,6,6,5,5,8,7,2,7,8,7,6,2,7,7,7,3,7,5,4,8,7,4,6,5,6,5,6,6,5,6
113,1,24,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,4,9,3,5,5,8,6,9,7,7,6,6,7,6,7,6,10,8,10,10,10,7,10,8,9,9,8,8,9,10,8
184,1,22,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,6,6,6,6,3,5,5,7,6,6,8,6,5,7,6,6,8,6,6,7,6,6,9,8,6,8,5,8,5,7
245,1,20,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,5,7,8,5,7,5,6,9,7,8,6,9,1,8,8,6,7,7,5,6,8,7,7,6,6,5,6,2,8,5,8
226,1,26,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,4,3,2,5,5,4,5,3,5,3,6,3,6,4,5,3,4,3,2,2,3,4,2,6,3,6,2,4,3,3,3
47,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,2,6,10,8,8,10,10,8,9,7,10,9,7,3,8,8,10,8,10,10,10,8,10,10,10,10,9,10,4,10,10,10
177,1,18,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,4,7,7,7,8,6,7,10,9,6,6,4,6,5,8,6,9,6,6,6,7,7,6,8,7,6,7,7,6,9,9
109,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,4,2,6,5,2,4,4,3,4,6,4,4,4,3,5,4,4,7,4,5,5,6,5,6,5,5,5,5,4,3,5,5
198,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,12,6,9,4,6,7,6,6,7,6,6,4,8,0,9,9,7,7,6,8,8,7,6,9,9,6,6,7,2,7,8,6
141,1,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,13,2,7,7,6,7,6,7,7,7,8,5,7,5,8,8,4,6,7,5,7,5,7,5,6,7,4,6,6,6,6,7
160,1,20,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,5,8,7,2,8,6,5,5,7,8,7,8,7,5,7,3,8,8,6,8,8,5,8,8,8,6,8,3,6,8,6
222,1,26,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,10,7,9,8,8,7,7,8,8,7,8,6,6,4,8,7,9,6,9,6,8,8,8,7,8,9,9,8,6,9,7,9
182,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,3,4,9,8,8,7,9,9,10,9,8,7,9,10,8,8,10,9,8,7,9,8,8,7,7,7,6,10,6,9,8,8
